# Node Results
NodeID,X,Y,Z,Ux,Uy,Uz
281,0.576298565334,0.125,0.125,3.56329409577e-09,8.24496665203e-08,-1.67193433675e-05
282,0.728746339793,0.125,0.125,5.69725021937e-09,1.20162675356e-07,-2.47511992085e-05
283,0.461767360157,0.135254147847,0.114969378259,-4.01672722282e-07,5.3871182447e-08,-1.13626156296e-05
284,0.237051456407,0.110703820389,0.139115470141,3.10087033181e-07,-6.70548318341e-09,-3.40720931064e-06
285,0.92285460068,0.0771003636146,0.0776145605728,-2.72094226214e-06,1.60703811203e-07,-3.60370524323e-05
286,0.922100077433,0.173163179608,0.0768368203925,-2.784554748e-06,1.75489203281e-07,-3.59928229239e-05
287,0.927355095703,0.0816879635718,0.174208308727,2.83315989974e-06,1.70674788834e-07,-3.63156826756e-05
288,0.0777614222016,0.0767179214719,0.172909357394,3.04243316069e-07,4.90996954999e-08,-4.9264371214e-07
289,0.923159839189,0.172726457293,0.171173180755,2.6445966453e-06,1.61028443394e-07,-3.60566611976e-05
290,0.0768967217258,0.172831134228,0.171252459874,3.01699452978e-07,-4.45616410074e-08,-4.17806761054e-07
291,0.652522452563,0.0880954306722,0.161513888199,1.8726865659e-06,1.12851758913e-07,-2.05596183616e-05
292,0.0777555553293,0.077465518916,0.0784849333409,-2.96098507497e-07,-5.96282728779e-08,-4.43702814543e-07
293,0.652522452563,0.161230697236,0.0887693027645,-1.85284942237e-06,9.7810196921e-08,-2.05876145134e-05
294,0.801470151052,0.162845880991,0.0871541190086,-2.11395521785e-06,1.44809249998e-07,-2.887745495e-05
295,0.073469476207,0.171881885538,0.0854864971224,-2.13477216637e-07,5.38954247737e-08,-3.8030628964e-07
296,0.801470151052,0.139179821446,0.171206177347,2.57091137659e-06,1.38451963115e-07,-2.88782027761e-05
297,0.802238171235,0.0780999255736,0.108650470808,-9.03220834114e-07,1.38970633462e-07,-2.89090108439e-05
298,0.279937277848,0.165666823914,0.085185126131,-1.08242260036e-06,5.0531416154e-08,-4.60528962116e-06
299,0.510892029251,0.0832128586167,0.164979469733,1.77099467292e-06,1.15791746483e-07,-1.35203672715e-05
300,0.412628344239,0.0834978778413,0.165084084326,1.51721002312e-06,8.00750838161e-08,-9.28493100072e-06
301,0.193687533863,0.159301583989,0.0821360058963,-8.88743057425e-07,2.43940899685e-08,-2.37397012875e-06
302,0.518368849922,0.169807654549,0.168132470482,1.90814617648e-06,4.00865563488e-08,-1.39008041567e-05
303,0.846786129989,0.0722487456794,0.180560034017,3.15097061645e-06,1.68064821391e-07,-3.15184962017e-05
304,0.519561093977,0.0805001282352,0.0809960440067,-1.94638661387e-06,2.69359082083e-08,-1.3940454498e-05
305,0.405228430509,0.169304253664,0.168351121546,1.60664068607e-06,2.16332811487e-08,-8.99960146695e-06
306,0.290214136508,0.169299221817,0.169083770361,1.19616208119e-06,-4.71861408508e-08,-4.93386850775e-06
307,0.405358000106,0.0824469640529,0.0809956334134,-1.6373309568e-06,8.47580196436e-09,-8.99195522643e-06
308,0.631973243743,0.169369396598,0.170088027377,2.24965156528e-06,6.52525732742e-08,-1.94827174847e-05
309,0.631325894018,0.0800807820821,0.0794374873076,-2.27076432232e-06,6.9993234672e-08,-1.9451886043e-05
310,0.290415330503,0.080257849896,0.0805036410542,-1.25785961637e-06,-3.97903605745e-08,-4.9067831946e-06
311,0.526484672388,0.17241738438,0.0781326284141,-2.11858245248e-06,1.2467090795e-07,-1.42416736576e-05
312,0.397046572542,0.172498406408,0.0781966246204,-1.73542524075e-06,1.08668665698e-07,-8.62322131867e-06
313,0.303131575315,0.0755822909786,0.175032637425,1.47742669627e-06,1.28272310186e-07,-5.32060175032e-06
314,0.184094315459,0.168499467546,0.168554191207,8.5409178687e-07,-3.33520251428e-08,-2.1123584177e-06
315,0.182290303337,0.0776366500572,0.0868729992519,-7.04056036548e-07,-4.48878057781e-08,-2.08741192509e-06
316,0.158099345691,0.0722969669584,0.177395329443,8.42294156928e-07,1.23138255351e-07,-1.62312219151e-06
317,0.758292287148,0.0729685282212,0.176973971035,2.85729168078e-06,1.56435666475e-07,-2.63933066895e-05

# Element Results
ElementID,MaterialID,Volume,VonMisesStress,EquivalentStrain
0,1,0.000193055017031,375462.067144,1.57699024153e-06
1,1,0.000124419872067,361656.020336,1.49263018526e-06
2,1,0.000191589013972,361439.93554,1.53906952056e-06
3,1,0.000126079781674,324697.397858,1.34048153787e-06
4,1,0.000112010300234,289147.570168,1.19331919873e-06
5,1,5.83838288407e-05,383040.138224,1.6217125884e-06
6,1,5.79795663543e-05,272814.942587,1.1259103092e-06
7,1,7.43060072998e-05,270695.518419,1.11758211262e-06
8,1,6.02825016483e-05,382832.42829,1.62891262276e-06
9,1,7.54143207096e-05,245284.421144,1.02202224101e-06
10,1,7.69369276615e-05,221317.457217,9.31114827319e-07
11,1,0.000142753680897,495400.320115,2.08682507793e-06
12,1,5.89645353887e-05,394026.801625,1.67511029828e-06
13,1,5.89645353887e-05,280860.355746,1.15913146556e-06
14,1,8.19891028719e-05,293168.494736,1.21091625971e-06
15,1,0.000142766153189,414031.829056,1.72385678868e-06
16,1,5.81447277114e-05,267774.83606,1.10520881477e-06
17,1,0.000142816065981,430990.059891,1.78063791654e-06
18,1,0.000144421437952,448303.139795,1.85852617922e-06
19,1,9.59246031836e-05,302242.155536,1.24886928003e-06
20,1,5.88081995527e-05,321509.931614,1.32784022793e-06
21,1,2.97677589882e-05,313788.394284,1.29506044483e-06
22,1,0.000108419723007,361528.742925,1.4994379165e-06
23,1,0.00014607885813,411671.416945,1.70785563596e-06
24,1,9.19501129109e-05,290028.84694,1.19841195457e-06
25,1,0.000144191256427,509753.235018,2.13739887751e-06
26,1,6.37489746801e-05,493805.155324,2.12911859972e-06
27,1,0.00015396975655,300098.546101,1.27117234545e-06
28,1,0.000163334730139,490770.917954,2.06343196166e-06
29,1,0.00014556438306,424776.518397,1.75863716373e-06
30,1,0.000105739166198,308518.674851,1.27328445545e-06
31,1,5.36262425812e-05,919453.386821,3.94354213555e-06
32,1,0.000123754005976,405244.794336,1.68573242338e-06
33,1,7.66987959098e-05,298082.303405,1.2301831975e-06
34,1,0.000124114280943,424053.613599,1.75353388661e-06
35,1,5.66204899421e-05,2080224.45715,9.01258261304e-06
36,1,0.000132197980903,261028.464931,1.08282077406e-06
37,1,8.21689186641e-05,308537.819428,1.27957572806e-06
38,1,6.44413343081e-05,367883.716764,1.5546310582e-06
39,1,9.04057043138e-05,364447.814398,1.51289313467e-06
40,1,0.000111888629988,325774.533951,1.34770554125e-06
41,1,0.000111888629988,377985.548126,1.56008940498e-06
42,1,5.78125895631e-05,2056756.16926,8.87602397008e-06
43,1,5.7477051777e-05,2296497.8326,9.78237504447e-06
44,1,6.79463938367e-05,390018.142652,1.61072245631e-06
45,1,3.31858884828e-05,297715.964194,1.23175372542e-06
46,1,7.97603080529e-05,294476.892907,1.231709691e-06
47,1,0.000128684088511,259799.909251,1.07228136851e-06
48,1,5.61683841561e-05,1023772.03031,4.26492619229e-06
49,1,7.49770119137e-05,563538.946031,2.34579538341e-06
50,1,8.12085965261e-05,315234.220363,1.30509741434e-06
51,1,0.000113476751964,471545.3309,1.95015316298e-06
52,1,9.91681996573e-05,808476.876547,3.50662753031e-06
53,1,9.94150366289e-05,337542.439739,1.39304165392e-06
54,1,9.88806742476e-05,285625.294931,1.21969298435e-06
55,1,5.33168107695e-05,312893.205971,1.29131808255e-06
56,1,7.71994810028e-05,1221301.81641,5.07762986189e-06
57,1,9.51365613221e-05,1507742.43949,6.22736253084e-06
58,1,9.79806442263e-05,516842.204163,2.17254604811e-06
59,1,5.01264780749e-05,1162305.88062,4.81811930191e-06
60,1,9.35759903422e-05,1033741.81182,4.50387966953e-06
61,1,2.83736061018e-05,303571.723099,1.25420925335e-06
62,1,8.13367809264e-05,1342917.49712,5.56417283054e-06
63,1,0.000108423112627,564211.138663,2.35288481866e-06
64,1,7.29995973099e-05,911640.568597,3.77759441345e-06
65,1,0.000127809055839,630327.624612,2.6757638484e-06
66,1,0.000100267096932,822619.488264,3.53630042935e-06
67,1,0.000100267096932,732280.720943,3.15549147567e-06
68,1,0.000100267096932,351395.800065,1.45045066832e-06
69,1,0.000100267096932,380226.705762,1.56992110709e-06
70,1,0.00011435762946,476283.613647,1.97576725088e-06
71,1,0.00011435762946,361808.431188,1.497416333e-06
72,1,7.51207188568e-05,908169.861313,3.87384055492e-06
73,1,8.71413306756e-05,403764.522097,1.66651865171e-06
74,1,9.83183286879e-05,743620.807113,3.08270475683e-06
75,1,8.95818660541e-05,432862.079997,1.78897207074e-06
76,1,0.000115592548143,415523.831919,1.71494504916e-06
77,1,7.58945282797e-05,1508489.41228,6.37040625683e-06
78,1,0.000113883235554,611509.349864,2.52594239921e-06
79,1,0.000112753020738,498777.226648,2.08887763181e-06
80,1,0.000109118429958,438300.600818,1.80986123723e-06
81,1,0.000109118429958,435016.256659,1.8081292495e-06
82,1,4.98448049604e-05,2050178.83963,8.84340489765e-06
83,1,5.60656965018e-05,1029567.82923,4.46126624909e-06
84,1,9.7551224956e-05,475308.496281,1.99168621964e-06
85,1,0.000130616052707,1352781.30746,5.68652397071e-06
86,1,0.000104556933225,1016642.33387,4.2022481581e-06
87,1,0.000115423094406,324217.853428,1.3402223e-06
88,1,7.18300084228e-05,1116856.5045,4.7183550984e-06
89,1,0.000106220884221,510188.715943,2.16928304659e-06
90,1,8.4215708682e-05,332347.280705,1.3721719274e-06
91,1,0.000106439629414,930276.828582,3.84444828235e-06
92,1,7.16901380033e-05,653230.013452,2.7138837614e-06
93,1,0.000103661518804,480984.368385,2.05309887363e-06
94,1,8.47067342614e-05,1399331.79286,5.88464555874e-06
95,1,6.60750274757e-05,836314.004487,3.48046047209e-06
96,1,6.37905503653e-05,2283173.39232,9.70549309576e-06
97,1,0.000124881943589,536936.355034,2.22068498992e-06
98,1,9.9992285141e-05,1238124.57413,5.15963633323e-06
99,1,7.20858814174e-05,1706268.09362,7.28511751066e-06
100,1,7.10795089277e-05,1154264.8529,4.94724194712e-06
101,1,0.000106349228889,911115.760751,3.77707256385e-06
102,1,8.54395070552e-05,1307473.58941,5.50850320504e-06
103,1,0.000106191741975,598753.25338,2.49457146983e-06
104,1,5.20496947344e-05,345760.71584,1.42761316077e-06
105,1,7.20110356721e-05,1104950.82501,4.70568241692e-06
106,1,7.07498860421e-05,1771265.78011,7.4677658466e-06
107,1,0.000110018763563,528342.898577,2.21973719665e-06
108,1,0.000104087478272,814669.168547,3.38909038615e-06
109,1,0.000123554511341,404863.094871,1.6718558053e-06
110,1,0.000104431665826,601437.815278,2.50745124415e-06
111,1,5.14285611305e-05,260640.672682,1.15678284481e-06
112,1,9.35451094057e-05,460508.088616,1.91820723243e-06
113,1,8.26590066897e-05,224381.190967,9.28451615723e-07
114,1,8.60675423602e-05,931364.59304,3.84600452843e-06
115,1,8.27538105343e-05,733452.907102,3.16858946634e-06
116,1,0.000131560799043,1769981.03693,7.52562408549e-06
117,1,7.60023971553e-05,1109228.95479,4.67460598755e-06
118,1,7.79676078239e-05,256845.31135,1.06235898267e-06
119,1,0.000107145424366,395210.487214,1.66261202265e-06
120,1,0.000123654262197,357133.036923,1.4811492253e-06
121,1,0.000123699938341,520054.871783,2.14639814086e-06
122,1,5.4026373685e-05,746141.305083,3.09294618964e-06
123,1,7.56634929289e-05,1720079.56014,7.28467501084e-06
124,1,6.74935752361e-05,206528.738399,8.8171546331e-07
125,1,0.000109471584948,876200.821533,3.65052424066e-06
126,1,0.000109650527827,497439.371523,2.05326881461e-06
127,1,7.68602552693e-05,907092.56471,3.83828486243e-06
128,1,5.15490709673e-05,994687.477961,4.13357982078e-06
129,1,7.63161079836e-05,666800.109007,2.76827967963e-06
130,1,7.44898738189e-05,364197.103399,1.63762559079e-06
131,1,7.78736381493e-05,893280.856692,3.79609194063e-06
132,1,0.000105323654672,1587165.8238,6.55728154047e-06
133,1,8.77574765389e-05,339026.92896,1.39916958795e-06
134,1,9.30306069585e-05,725812.081273,3.22887727548e-06
135,1,9.35084593828e-05,283521.175576,1.17065079831e-06
136,1,9.35084593828e-05,349115.600766,1.44850991372e-06
137,1,5.43643115899e-05,352165.68946,1.45419589601e-06
138,1,9.3129810784e-05,906588.337449,3.76852817977e-06
139,1,7.71160416026e-05,673774.006041,2.80048560091e-06
140,1,9.62221107087e-05,1004923.70519,4.15707773639e-06
141,1,8.05664768644e-05,754221.607714,3.13229790515e-06
142,1,0.000123118920339,262669.100458,1.08548261177e-06
143,1,5.33689651183e-05,220467.426161,9.11339838803e-07
144,1,7.85991077286e-05,698018.666859,2.90390689513e-06
145,1,9.84857266746e-05,680729.455894,2.99020113227e-06
146,1,7.84137853923e-05,1689196.03199,7.21628790174e-06
147,1,6.18624961778e-05,523865.817762,2.16760343467e-06
148,1,0.000107508918319,388011.171612,1.61222775328e-06
149,1,8.83476545718e-05,268454.404045,1.10906026978e-06
150,1,0.000113187421404,196772.543711,8.12557270746e-07
151,1,4.26714765708e-05,560926.115962,2.38449320705e-06
152,1,0.000100053015963,870395.547968,3.59494871577e-06
153,1,9.09804146279e-05,627389.932426,2.60024200263e-06
154,1,0.000120487563521,625364.948494,2.6026010308e-06
155,1,0.000103936646446,193982.459674,8.06211387477e-07
156,1,7.73747416452e-05,367032.491595,1.51870817917e-06
157,1,0.000104289338512,593769.752219,2.45125413795e-06
158,1,9.76396138332e-05,681497.023823,2.84935380779e-06
159,1,8.43180574322e-05,592759.872532,2.5345625146e-06
160,1,7.03108431973e-05,328537.547388,1.36465902281e-06
161,1,8.24971369554e-05,1496174.44297,6.32005617338e-06
162,1,6.20689757343e-05,450394.740065,1.85900814511e-06
163,1,8.03065476648e-05,1126785.22413,4.69261525755e-06
164,1,0.000114094047953,239560.576172,9.9293358504e-07
165,1,9.17136239203e-05,576149.388513,2.41213940539e-06
166,1,6.23893128208e-05,1667954.5452,7.14762912748e-06
167,1,0.000135668216926,473962.990517,1.99866026029e-06
168,1,9.35825626618e-05,1215075.87769,5.05529447544e-06
169,1,0.000106362811197,640587.733981,2.66627958059e-06
170,1,9.45469358543e-05,446936.110943,2.0001762262e-06
171,1,4.75179165001e-05,304942.569832,1.31879603926e-06
172,1,0.000105973412953,1257800.47514,5.21074529987e-06
173,1,0.000101244703695,1247083.68364,5.22870765336e-06
174,1,3.71731444424e-05,306514.773166,1.26531888269e-06
175,1,5.57502783924e-05,368338.636233,1.52082477683e-06
176,1,0.000102980793594,716385.397586,3.04783611587e-06
177,1,0.000100465849451,713642.974017,2.96769146879e-06
178,1,9.294266777e-05,887412.234026,3.6910334818e-06
179,1,0.000104966977634,935071.908044,3.87879950412e-06
180,1,9.89234134573e-05,528428.39177,2.18399225851e-06
181,1,0.00010716965551,563981.590485,2.370834936e-06
182,1,6.46448145829e-05,359826.558457,1.48501115929e-06
183,1,0.000118622927338,642689.892464,2.66952950465e-06
184,1,3.45597088671e-05,2751147.67994,1.20181647027e-05
185,1,8.15634276615e-05,1484788.22872,6.28435687194e-06
186,1,6.63086884544e-05,352852.514754,1.47142274564e-06
187,1,5.61633436772e-05,286002.673607,1.18145591081e-06
188,1,8.71359574794e-05,622952.316526,2.58456279926e-06
189,1,6.74269319158e-05,331457.712977,1.3734358725e-06
190,1,0.000101203857972,1364758.79763,5.66598203811e-06
191,1,5.76345481424e-05,330298.142023,1.36336780708e-06
192,1,5.49247271759e-05,335129.62646,1.43440617127e-06
193,1,6.05988606507e-05,1026504.73846,4.4414983322e-06
194,1,7.36842083893e-05,316000.838974,1.30817361568e-06
195,1,4.61659587631e-05,640898.644209,2.72410065722e-06
196,1,3.39892357718e-05,345796.986532,1.50467625234e-06
197,1,5.56885465316e-05,1482197.2664,6.33119978201e-06
198,1,0.0001043891636,980750.07939,4.04922394446e-06
199,1,3.46753439788e-05,2757206.93554,1.20653006436e-05
200,1,8.0130747703e-05,1182614.76411,4.93189216837e-06
201,1,0.000100746374997,513163.948633,2.12954019989e-06
202,1,5.94675323609e-05,998642.903448,4.30933264885e-06
203,1,4.6477184738e-05,352900.270383,1.45642194614e-06
204,1,9.301793268e-05,607536.994888,2.5992773706e-06
205,1,6.37824674352e-05,399264.328101,1.6504272053e-06
206,1,3.41058157223e-05,380149.540104,1.56896338279e-06
207,1,9.52162036889e-05,785282.75453,3.27830408071e-06
208,1,0.0001018525472,1089179.63469,4.6414517295e-06
209,1,3.41824225494e-05,345986.978478,1.42789868026e-06
210,1,0.000106060488928,843855.310424,3.49532329707e-06
211,1,4.59155060835e-05,2319369.84704,9.93837241093e-06
212,1,4.6318317173e-05,302392.854455,1.30784776264e-06
213,1,4.6318317173e-05,320589.776166,1.32309507274e-06
214,1,6.1484597251e-05,906715.155565,3.8275190741e-06
215,1,6.38920120623e-05,1682784.10814,7.21643439191e-06
216,1,5.87742095142e-05,326073.734721,1.34586028748e-06
217,1,8.9096773622e-05,1192640.7828,5.10513099393e-06
218,1,9.86066357487e-05,693223.605163,2.98070354085e-06
219,1,7.02855704927e-05,1081139.29079,4.51384345283e-06
220,1,5.63101237764e-05,341661.486263,1.41003350746e-06
221,1,8.63856295511e-05,482676.576429,2.02404798418e-06
222,1,5.55484771381e-05,2465872.39721,1.08932432784e-05
223,1,6.26867624711e-05,660646.309075,2.78011694811e-06
224,1,7.57764566599e-05,174564.924101,7.70653478694e-07
225,1,7.46054794545e-05,503505.4871,2.08183659603e-06
226,1,9.18661626315e-05,356184.514648,1.49849370026e-06
227,1,4.64981678663e-05,304025.520042,1.33063731193e-06
228,1,0.000109477575036,620064.464036,2.56998462734e-06
229,1,8.58182969108e-05,1589070.22953,6.76659582958e-06
230,1,6.25546194252e-05,919203.182874,3.86066563713e-06
231,1,4.65184788029e-05,640269.922161,2.67220987181e-06
232,1,9.15154784996e-05,369388.562503,1.53317798127e-06
233,1,9.27742154754e-05,177085.455979,7.50577083024e-07
234,1,9.31638989812e-05,855369.234057,3.69121986095e-06
235,1,7.59200412787e-05,697846.753524,2.89940545031e-06
236,1,5.83682432495e-05,2484942.76486,1.07675448162e-05
237,1,0.00013183302849,1214716.93107,5.07753541789e-06
238,1,6.32265161607e-05,664117.690127,2.80106237082e-06
239,1,4.58560756207e-05,2090977.1847,8.95555923189e-06
240,1,0.000103528309061,444745.547443,1.844063282e-06
241,1,0.000102954582442,407177.697509,1.68958962086e-06
242,1,0.000102961393778,339415.685485,1.4009353244e-06
243,1,0.000102513408542,684739.384383,2.97228381587e-06
244,1,8.5335279866e-05,1169982.68452,4.84059858907e-06
245,1,4.62938672063e-05,327935.364684,1.35338419267e-06
246,1,9.37383146673e-05,145661.623452,6.04284380198e-07
247,1,9.55960747627e-05,780813.608905,3.49463490937e-06
248,1,0.000123217101164,613258.079639,2.76964661725e-06
249,1,7.62420674989e-05,599951.271862,2.55049050524e-06
250,1,8.4520300293e-05,689883.725341,2.93416272273e-06
251,1,8.64702463087e-05,196961.632699,8.12863156997e-07
252,1,6.02923998901e-05,1594708.95601,6.86589809104e-06
253,1,8.39295282108e-05,565652.54017,2.33579820732e-06
254,1,8.88252174036e-05,586152.594843,2.42562124931e-06
255,1,8.70757285276e-05,846434.491863,3.50465514988e-06
256,1,4.67998423601e-05,689957.215053,2.85674978551e-06
257,1,5.9249548048e-05,1094430.31317,4.66218310492e-06
258,1,7.2806001093e-05,625219.729924,2.58628411485e-06
259,1,8.25257463979e-05,229505.28967,9.48571749164e-07
260,1,9.50020696087e-05,607576.023619,2.57522873378e-06
261,1,0.00010022075915,430904.629955,1.79082991857e-06
262,1,8.82253250801e-05,489921.653329,2.04129504655e-06
263,1,8.94109419057e-05,990771.223587,4.16280451879e-06
264,1,8.93068054095e-05,1429416.57347,6.00959739062e-06
265,1,9.79011347127e-05,590540.77259,2.44006464238e-06
266,1,8.30443218045e-05,495408.863547,2.04711434089e-06
267,1,0.000102653374202,608076.356372,2.67160576437e-06
268,1,5.44012940814e-05,1225401.16259,5.43445165501e-06
269,1,0.000103962662102,1054721.9596,4.58278310966e-06
270,1,5.02974636872e-05,226433.224844,9.35600889791e-07
271,1,9.39185324539e-05,1054504.68198,4.47657832336e-06
272,1,8.72215571594e-05,735468.680899,3.03529482117e-06
273,1,8.88979797924e-05,1730224.43144,7.47158430933e-06
274,1,9.2492421036e-05,1013047.31466,4.26359306466e-06
275,1,8.98062037944e-05,737485.411161,3.04662803923e-06
276,1,8.89956688635e-05,722142.154803,2.98136122764e-06
277,1,5.62250870361e-05,264702.634332,1.09342008654e-06
278,1,4.89415622534e-05,221677.139293,9.15854354247e-07
279,1,9.44979117132e-05,685399.010016,2.86675055626e-06
280,1,9.26535135455e-05,514512.628699,2.17544575581e-06
281,1,6.39591519101e-05,978005.365691,4.20803700799e-06
282,1,5.6059520085e-05,291586.060742,1.24932263959e-06
283,1,0.000100523600012,447997.492347,1.85074686247e-06
284,1,6.15202233224e-05,1516762.9368,6.4011561715e-06
285,1,0.000119857141102,845875.965758,3.54991311525e-06
286,1,9.03516649754e-05,1109421.68385,4.78009719026e-06
287,1,9.62045842679e-05,490190.246001,2.02304979155e-06
288,1,9.68294457823e-05,533307.028289,2.22951841827e-06
289,1,9.04563167651e-05,817435.569084,3.37394962994e-06
290,1,8.77199288e-05,975377.757249,4.41415295116e-06
291,1,6.06248798473e-05,1542175.56532,6.48762502957e-06
292,1,9.30163832607e-05,625139.580379,2.63160247648e-06
293,1,5.55239898871e-05,329442.12835,1.3598902462e-06
294,1,9.4068743766e-05,718767.379368,2.99258626927e-06
295,1,0.000100686479554,774370.097727,3.20683535154e-06
296,1,8.54721992676e-05,372510.066521,1.53804320525e-06
297,1,5.22010287303e-05,1736418.9055,7.48878374094e-06
298,1,8.22212373725e-05,747684.315082,3.19821212443e-06
299,1,6.90442226312e-05,983040.140764,4.1438638312e-06
300,1,0.000111029454412,618937.443114,2.60538957274e-06
301,1,0.000111237617025,816755.444212,3.39919218519e-06
302,1,9.45642041287e-05,193700.496467,8.01980997734e-07
303,1,6.28685839702e-05,1054668.44552,4.50855786498e-06
304,1,8.34104541339e-05,1340816.22096,5.58257395089e-06
305,1,6.23019355569e-05,422044.39064,1.7466098849e-06
306,1,3.35269165364e-05,315528.123891,1.37359007696e-06
307,1,0.000111295516803,708325.023087,2.94860384981e-06
308,1,4.33184428288e-05,280184.942445,1.15702200894e-06
309,1,8.61604509533e-05,1346752.47062,5.56687939766e-06
310,1,8.96109476482e-05,915122.578056,3.77845689971e-06
311,1,8.44339428259e-05,712506.650743,3.17144367102e-06
312,1,0.000121775892162,821839.131028,3.47079321911e-06
313,1,3.67995062748e-05,1135576.98522,4.7819663473e-06
314,1,4.13974055592e-05,318029.827682,1.31294082461e-06
315,1,4.23964498749e-05,956879.540328,4.53450560558e-06
316,1,8.37987703373e-05,660594.184728,2.7822450135e-06
317,1,5.99373710893e-05,391286.301904,1.65118605437e-06
318,1,4.07050211916e-05,284388.17277,1.17925800488e-06
319,1,8.5313875582e-05,1107852.49294,4.78465367165e-06
320,1,9.67321484468e-05,792400.951048,3.27045234743e-06
321,1,7.24943941871e-05,1046148.85818,4.44485513486e-06
322,1,0.000107340159083,818127.014706,3.38854628012e-06
323,1,4.44064063582e-05,1078115.66589,4.8106479638e-06
324,1,9.46440820001e-05,2369986.24691,1.00862346328e-05
325,1,8.73112446724e-05,827771.55115,3.43402428137e-06
326,1,5.58647951779e-05,894281.425647,3.69098285088e-06
327,1,8.30868863779e-05,1283267.83016,5.42018187752e-06
328,1,8.080520005e-05,1373917.69312,5.80813557859e-06
329,1,9.30598527371e-05,479863.092646,2.00130937931e-06
330,1,5.76578523644e-05,759457.645162,3.34911336537e-06
331,1,0.000109060821269,646789.579311,2.68295333809e-06
332,1,0.000117579384498,965264.699108,4.04914981044e-06
333,1,9.39779766131e-05,1013735.62248,4.18460234838e-06
334,1,8.76317680481e-05,1472963.64076,6.19834013914e-06
335,1,3.36168400864e-05,312574.577643,1.29004551885e-06
336,1,0.000109319112223,1057661.91593,4.3791425632e-06
337,1,0.000120787807624,844167.874214,3.55653252378e-06
338,1,8.76763058991e-05,1304740.80915,5.46187887076e-06
339,1,8.36803174456e-05,898153.229945,3.73961226957e-06
340,1,7.71591102586e-05,449840.459534,1.85705961736e-06
341,1,4.44757654734e-05,1013511.16191,4.55169002478e-06
342,1,0.000106707750035,166602.642695,7.60125774269e-07
343,1,9.52386866456e-05,1636084.35443,6.78954167836e-06
344,1,7.70664199427e-05,411107.088713,1.73630611244e-06
345,1,5.91508026865e-05,1202571.93474,5.30247423354e-06
346,1,8.11147623184e-05,761055.652066,3.14116154994e-06
347,1,6.35591940938e-05,1614121.12538,6.81620684255e-06
348,1,0.000108933791059,356296.931579,1.47820848887e-06
349,1,3.27831514278e-05,285918.419662,1.18318057873e-06
350,1,5.60614050425e-05,1329771.53816,5.75140036861e-06
351,1,8.18720827373e-05,2292167.26186,9.68865972814e-06
352,1,0.00010541081541,688762.225131,2.89351654562e-06
353,1,4.85254703666e-05,1016166.66165,4.29599943267e-06
354,1,0.00011082018785,759065.837982,3.13278331733e-06
355,1,4.96762846183e-05,949582.900352,3.97366845985e-06
356,1,5.41426123463e-05,1033489.35988,4.31544012932e-06
357,1,7.24523612457e-05,813725.320277,3.35970625863e-06
358,1,9.15203564986e-05,674566.263415,2.93218723287e-06
359,1,0.000117651212386,527897.146964,2.21100090304e-06
360,1,6.62671471794e-05,534975.06338,2.25920191697e-06
361,1,5.48182495272e-05,1034278.70899,4.41167499495e-06
362,1,8.84177533671e-05,681041.639655,2.8798268419e-06
363,1,8.60982820913e-05,1181662.15796,4.99743451749e-06
364,1,8.37097025087e-05,624892.05982,2.60934209793e-06
365,1,8.61599920421e-05,1971896.09548,8.56246678937e-06
366,1,0.000106588384636,764663.312527,3.19053107506e-06
367,1,5.41426123463e-05,939852.180134,3.93445732465e-06
368,1,5.55405985549e-05,674783.224682,2.81800491139e-06
369,1,9.38553831758e-05,2285457.76299,9.8510126056e-06
370,1,0.000119101322061,771965.322015,3.24035347442e-06
371,1,8.62405508349e-05,998546.108042,4.12638867513e-06
372,1,5.48546222659e-05,1414225.25681,6.00720541729e-06
373,1,5.79388364282e-05,519557.587681,2.16033603481e-06
374,1,8.28196949169e-05,2251534.98984,9.5258816432e-06
375,1,0.000104330466972,626208.519965,2.59345825972e-06
376,1,3.45560240121e-05,1130219.68728,4.67563734462e-06
377,1,3.26835731089e-05,992984.539808,4.49606584094e-06
378,1,4.41863190207e-05,283024.89445,1.16808301601e-06
379,1,6.50516735116e-05,997976.231288,4.23831669558e-06
380,1,8.46167599854e-05,853451.889933,3.55754865754e-06
381,1,0.000115865925374,536968.942963,2.2480245806e-06
382,1,8.89683168323e-05,2361898.80073,1.00750060823e-05
383,1,5.42388623136e-05,328347.948281,1.50677484236e-06
384,1,5.24822782564e-05,783772.160703,3.28504307698e-06
385,1,8.56191742894e-05,1378035.20605,6.00325058744e-06
386,1,5.24645808326e-05,1417481.6899,6.21982765794e-06
387,1,6.96475346184e-05,2281615.15439,9.63273826231e-06
388,1,9.2722129918e-05,2696495.22336,1.1664170561e-05
389,1,5.37790797e-05,971853.708244,4.11821391971e-06
390,1,6.74088545153e-05,606261.220596,2.60730285982e-06
391,1,9.55349824596e-05,316071.25791,1.30491741088e-06
392,1,8.43686812989e-05,993240.647354,4.11622684183e-06
393,1,7.32983200604e-05,448211.885856,1.87053013537e-06
394,1,7.32983200604e-05,541890.555156,2.26849101013e-06
395,1,5.22977663743e-05,1068140.28921,4.42905076219e-06
396,1,5.1341582044e-05,765840.137373,3.34070681063e-06
397,1,0.000108026140458,1244814.58437,5.22653246547e-06
398,1,5.38727458276e-05,536596.850682,2.24794044701e-06
399,1,8.10882549624e-05,203542.497199,8.63804856092e-07
