# Node Results
NodeID,X,Y,Z,Ux,Uy,Uz
224,0.538461538462,0.125,0,-5.77274429409e-06,4.54090393085e-08,-1.49687936867e-05
225,0.461538461538,0.125,0,-5.20016499234e-06,6.25902780225e-08,-1.14602226565e-05
226,0.729711750475,0.0614845070257,0,-6.72631743209e-06,6.45941224838e-08,-2.48440095799e-05
227,0.384615384615,0.125017493803,0,-4.43744237311e-06,-5.32118196795e-09,-8.38144480458e-06
228,0.615384615385,0.125017513452,0,-6.15040534444e-06,1.1939974185e-07,-1.87805991169e-05
229,0.230542215165,0.125074027265,0,-2.97845690946e-06,-1.91967136838e-08,-3.46067200436e-06
230,0.901936599812,0.124847007211,0,-7.17532366913e-06,1.57796531984e-07,-3.48262048808e-05
231,0.0978477786235,0.12502387391,0,-1.38458683123e-06,-1.09101132871e-08,-1.01694802155e-06
232,0.952017218454,0.205434103327,0,-7.27939544922e-06,1.87121989877e-07,-3.77991122154e-05
233,0.0479782409131,0.205436404876,0,-6.80572385572e-07,9.84288037484e-08,-3.84111113752e-07
234,0.951662807158,0.0445246775859,0,-7.23489397908e-06,1.61268595794e-07,-3.77821116912e-05
235,0.0482749731385,0.0445978479776,0,-6.45374603749e-07,-1.30320492117e-07,-3.58364795912e-07
236,0.805801220856,0.0613340843238,0.25,7.01921804528e-06,1.94709315935e-07,-2.91606841449e-05
237,0.346124064106,0.184747732805,0.25,4.16175315288e-06,-7.87258956293e-08,-6.95670945195e-06
238,0.576923076923,0.0666173387526,0.25,5.96632329756e-06,1.45182200106e-07,-1.68249983259e-05
239,0.192037894825,0.0638953343436,0.25,2.63756131695e-06,1.7320928157e-07,-2.53448084212e-06
240,0.888891604913,0.185310874356,0.25,7.1618758382e-06,1.43618429447e-07,-3.40426419774e-05
241,0.653846153846,0.184760816876,0.25,6.4274740363e-06,5.25305425422e-09,-2.07518246634e-05
242,0.423076923077,0.0666173387526,0.25,4.89986986567e-06,2.16291557482e-07,-9.90949043603e-06
243,0.111089609429,0.185320738138,0.25,1.4821504334e-06,-1.65482834584e-07,-1.07702322811e-06
244,0.5,0.183382661247,0.25,5.40291596915e-06,-2.43540163398e-08,-1.31797131662e-05
245,0.946522881714,0.0958680130572,0.25,7.27742361837e-06,1.79521818851e-07,-3.74788473234e-05
246,0.0534764440879,0.0958680130572,0.25,7.58804473608e-07,7.24816995379e-08,-4.66042451921e-07
247,0.807294867964,0.185728327381,0.25,6.98527991629e-06,8.24447615337e-08,-2.92735813665e-05
248,0.191527909299,0.186464873705,0.25,2.50956395662e-06,-1.94052274022e-07,-2.58880869031e-06
249,0.269053108735,0.185507100901,0.25,3.32643477551e-06,-1.19217917598e-07,-4.45212581872e-06
250,0.307616835792,0.124314132741,0.25,3.83904851607e-06,5.00958505745e-08,-5.73354847625e-06
251,0.729592847704,0.184647190877,0.25,6.72273033201e-06,6.81750498515e-08,-2.48374522498e-05
252,0.689885046682,0.122700557597,0.25,6.5768382225e-06,1.15824288582e-07,-2.26824966446e-05
253,0.5,0.0666173387526,0.25,5.46136742739e-06,1.65846832031e-07,-1.31518255e-05
254,0.423075630992,0.184157161472,0.25,4.88812238205e-06,-9.76796261402e-08,-9.91394083898e-06
255,0.576923076923,0.184157729973,0.25,5.93354224587e-06,-8.05185529468e-10,-1.6802131657e-05
256,0.888714231,0.0642553748722,0.25,7.2287344805e-06,1.82939550191e-07,-3.40276997946e-05
257,0.110975344682,0.0646212268308,0.25,1.46730238559e-06,1.78660875394e-07,-1.10997166144e-06
258,0.948117564279,0.154359642279,0.25,7.24706751481e-06,1.71568303843e-07,-3.75646641858e-05
259,0.0518785182133,0.154361286243,0.25,6.39655247726e-07,-3.03105190997e-08,-4.27728554635e-07
260,0.84236366462,0.123706766105,0.25,7.11905698678e-06,1.47928375834e-07,-3.13035958077e-05
261,0.155876462631,0.125062700047,0.25,1.96387830475e-06,-4.20765523398e-08,-1.85843903215e-06
262,0.767610603648,0.12275132649,0.25,6.84274779311e-06,1.19107798016e-07,-2.69984432298e-05
263,0.653435170124,0.0621210737429,0.25,6.38658035734e-06,1.97949266877e-07,-2.0748362455e-05
264,0.350784359299,0.0628641459809,0.25,4.27083624804e-06,2.00016628785e-07,-7.08352971416e-06
265,0.26990714059,0.0626912733883,0.25,3.29916557397e-06,1.92978697406e-07,-4.50646985671e-06
266,0.538461538462,0.125,0.25,5.75029262514e-06,6.15296007822e-08,-1.49754983349e-05
267,0.461538461538,0.125,0.25,5.17181411477e-06,6.25917306983e-08,-1.14914923451e-05
268,0.729711750475,0.0614845070257,0.25,6.71418672201e-06,1.68172976135e-07,-2.48567947217e-05
269,0.384615384615,0.125017493803,0.25,4.44664495221e-06,6.65172822423e-08,-8.38464770162e-06
270,0.615384615385,0.125017513452,0.25,6.14227302124e-06,1.11583902405e-07,-1.87823534222e-05
271,0.230542215165,0.125074027265,0.25,2.96173164261e-06,4.4332112465e-08,-3.39078761106e-06
272,0.901936599812,0.124847007211,0.25,7.19913173915e-06,1.71134621594e-07,-3.48214271717e-05
273,0.0978477786235,0.12502387391,0.25,1.33100232731e-06,5.17203439452e-08,-9.71285827132e-07
274,0.952017218454,0.205434103327,0.25,7.2358675859e-06,1.66929806402e-07,-3.78047197672e-05
275,0.0479782409131,0.205436404876,0.25,6.35007048458e-07,-9.59886367282e-08,-3.6606661742e-07
276,0.951662807158,0.0445246775859,0.25,7.29915335688e-06,1.83223548638e-07,-3.77922180193e-05
277,0.0482749731385,0.0445978479776,0.25,7.13700384785e-07,1.69411037804e-07,-3.95491825373e-07
278,0.874193962311,0.125,0.125,-7.13461415104e-09,1.57445342591e-07,-3.31520173911e-05
279,0.126861960616,0.125282436014,0.12533174738,-3.29418070301e-09,1.54089804406e-08,-1.05417045059e-06
280,0.347236590154,0.124995140593,0.125,-1.24681542579e-09,3.86613870868e-08,-6.83534489494e-06
